"Year","Period","#Module","Occ","#Map","#Ass#","#Cand Key","Name","#CD","Mark","Grade","CD","#Cand Key"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1332/1","Robert Walter Campbell Shelford","#",82,,,"#1332/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1340/1","Joseph Shield Nicholson","#",66,,,"#1340/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1357/1","Augustine Ong","#",84,,,"#1357/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1361/1","Daphne Osborne","#",70,,,"#1361/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1369/1","Roger Parker","#",68,,,"#1369/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1381/1","Anthony Pawson","#",50,,,"#1381/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1397/1","Raymond Peters","#",0,AB,,"#1397/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1399/1","Rohan Pethiyagoda","#",83,,,"#1399/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1416/1","Wendy Piatt","#",80,,,"#1416/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1432/1","Barney Pityana","#",54,,,"#1432/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1451/1","Joseph Pope","#",51,,,"#1451/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1470/1","Bernadette Porter","#",50,,,"#1470/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1489/1","David Potts","#",61,,,"#1489/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1494/1","John Thomas Quekett","#",64,,,"#1494/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1504/1","Alison Richard","#",59,,,"#1504/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1524/1","Wolfgang Rindler","#",67,,,"#1524/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1533/1","Janet Ritterman","#",54,,,"#1533/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1552/1","Frederick Robertson","#",56,,,"#1552/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1565/1","Geoffrey Rose","#",84,,,"#1565/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1583/1","James Rose","#",50,,,"#1583/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1597/1","Steven Rose","#",64,,,"#1597/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1612/1","Nancy Rothwell","#",67,,,"#1612/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1615/1","Lucinda Roy","#",54,,,"#1615/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1635/1","Arthur Russell","#",42,,,"#1635/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1655/1","Philip Sabin","#",66,,,"#1655/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1670/1","Helen Saibil","#",65,,,"#1670/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1678/1","Dan Sarooshi","#",62,,,"#1678/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1692/1","Simon Saunders","#",58,,,"#1692/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1696/1","William Saville-Kent","#",64,,,"#1696/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1709/1","Eric Scerri","#",43,,,"#1709/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1710/1","Ulrike Schmidt","#",65,,,"#1710/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1714/1","Harry Bolton Seed","#",71,,,"#1714/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1734/1","John Simon","#",83,,,"#1734/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1743/1","Louis Slotin","#",0,AB,,"#1743/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1758/1","Audrey Smith","#",66,,,"#1758/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1765/1","Winston Wole Soboyejo","#",65,,,"#1765/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1775/1","Muthucumaraswamy Sornarajah","#",58,,,"#1775/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1782/1","John Spinks","#",40,,,"#1782/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1801/1","Henry Tibbats Stainton","#",58,,,"#1801/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1815/1","Laurence Dudley Stamp","#",84,,,"#1815/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1828/1","Thomas Stebbing","#",58,,,"#1828/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1845/1","Patrick Christopher Steptoe","#",41,,,"#1845/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1847/1","Francis Stock","#",68,,,"#1847/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1865/1","Edward James Stone","#",61,,,"#1865/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1877/1","Robert Street","#",58,,,"#1877/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1887/1","Henry Barclay Swete","#",51,,,"#1887/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1903/1","Richard Sykes","#",43,,,"#1903/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1918/1","George Adlington Syme","#",73,,,"#1918/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1926/1","Sylvia Agnes Sophia Tait","#",65,,,"#1926/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1942/1","Chris Taylor","#",64,,,"#1942/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1949/1","Martin Taylor","#",29,,,"#1949/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1962/1","Max Theiler","#",52,,,"#1962/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1973/1","Anthony Thiselton","#",40,,,"#1973/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1982/1","St Clair Thomson","#",52,,,"#1982/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1985/1","Janet Thornton","#",67,,,"#1985/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#1988/1","Jocelyn Field Thorpe","#",84,,,"#1988/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#2003/1","Hassan Ugail","#",64,,,"#2003/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#2009/1","Peter Vardy","#",73,,,"#2009/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#2028/1","Nicla Vassallo","#",66,,,"#2028/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#2045/1","Henry Wace","#",0,AB,,"#2045/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#2048/1","Ralph Waller","#",69,,,"#2048/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#2067/1","Robin Ward","#",69,,,"#2067/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#2080/1","Ralph Wedgwood","#",54,,,"#2080/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#2082/1","Paul Wellings","#",65,,,"#2082/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#2094/1","Steven West","#",63,,,"#2094/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#2095/1","Sidney Wooldridge","#",65,,,"#2095/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#2115/1","Herbert Wilson","#",76,,,"#2115/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#2122/1","Donald Wiseman","#",73,,,"#2122/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#2126/1","Elsie Widdowson","#",50,,,"#2126/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#2130/1","Anne Wright","#",81,,,"#2130/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#2136/1","Anthony Yates","#",58,,,"#2136/1"
"2013/4","SEM1","#4CCS1PRP",1,"#4CCS1PRPMR1","#002","#2138/1","R. A. Young","#",58,,,"#2138/1"
